ID,Common_name,Latitude,Longitude
107784,Yellow-bellied Glider,-37.32771421,148.9046701
107785,Yellow-bellied Glider,-37.32771421,148.9046701
107786,Yellow-bellied Glider,-37.32771421,148.9046701
107787,Yellow-bellied Glider,-37.32771421,148.9046701
107788,Yellow-bellied Glider,-37.34715227,148.3701071
107789,Yellow-bellied Glider,-37.32771421,148.9046701
107790,Yellow-bellied Glider,-37.32771421,148.9046701
107791,Yellow-bellied Glider,-37.34715227,148.3701071
107792,Yellow-bellied Glider,-37.34715227,148.3701071
107793,Yellow-bellied Glider,-37.32771421,148.9046701
107794,Yellow-bellied Glider,-37.34715227,148.3701071
107795,Yellow-bellied Glider,-37.34715227,148.3701071
107796,Yellow-bellied Glider,-37.32771421,148.9046701
107797,Yellow-bellied Glider,-37.32771421,148.9046701
107798,Yellow-bellied Glider,-37.32771421,148.9046701
107799,Yellow-bellied Glider,-37.75060845,148.9293261
107800,Yellow-bellied Glider,-37.34715,148.3701
107801,Yellow-bellied Glider,-37.75060845,148.9293261
107802,Yellow-bellied Glider,-37.75060845,148.9293261
107803,Yellow-bellied Glider,-37.34715227,148.3701071
107804,Yellow-bellied Glider,-37.34715227,148.3701071
107805,Yellow-bellied Glider,-37.34715227,148.3701071
107806,Yellow-bellied Glider,-37.34715,148.3701
107807,Yellow-bellied Glider,-37.34715,148.3701
107808,Yellow-bellied Glider,-37.20899415,146.8452524
107809,Yellow-bellied Glider,-37.67163105,146.4117217
107810,Yellow-bellied Glider,-37.67163105,146.4117217
107811,Yellow-bellied Glider,-37.20899415,146.8452524
107812,Yellow-bellied Glider,-36.88372003,146.7575184
107813,Yellow-bellied Glider,-36.88372003,146.7575184
107814,Yellow-bellied Glider,-37.75060845,148.9293261
107815,Yellow-bellied Glider,-37.32771421,148.9046701
107816,Yellow-bellied Glider,-37.32771421,148.9046701
107817,Yellow-bellied Glider,-36.88372,146.7575
107818,Yellow-bellied Glider,-37.67163105,146.4117217
107819,Yellow-bellied Glider,-37.67163105,146.4117217
107820,Yellow-bellied Glider,-37.34715227,148.3701071
107821,Yellow-bellied Glider,-37.34715227,148.3701071
107822,Yellow-bellied Glider,-37.75060845,148.9293261
107823,Yellow-bellied Glider,-37.34715227,148.3701071
107824,Yellow-bellied Glider,-37.34715227,148.3701071
107825,Yellow-bellied Glider,-37.34715227,148.3701071
107826,Yellow-bellied Glider,-37.32771421,148.9046701
107827,Yellow-bellied Glider,-37.34715227,148.3701071
107828,Yellow-bellied Glider,-37.32771421,148.9046701
107829,Yellow-bellied Glider,-37.84704817,143.2517563
107830,Yellow-bellied Glider,-37.84704817,143.2517563
107831,Yellow-bellied Glider,-37.74514328,141.2276395
107832,Yellow-bellied Glider,-37.75060845,148.9293261
107833,Yellow-bellied Glider,-38.38643205,146.2603928
107834,Yellow-bellied Glider,-38.38643205,146.2603928
107835,Yellow-bellied Glider,-37.20899415,146.8452524
107836,Yellow-bellied Glider,-37.67163105,146.4117217
107837,Yellow-bellied Glider,-37.75060845,148.9293261
107838,Yellow-bellied Glider,-37.75060845,148.9293261
107839,Yellow-bellied Glider,-37.75060845,148.9293261
107840,Yellow-bellied Glider,-37.75060845,148.9293261
107841,Yellow-bellied Glider,-37.75060845,148.9293261
107842,Brush-tailed Phascogale,-37.67163,146.4117
107843,Brush-tailed Phascogale,-36.85791566,143.9087018
107844,Brush-tailed Phascogale,-36.85791566,143.9087018
107845,Brush-tailed Phascogale,-37.67163105,146.4117217
107846,Brush-tailed Phascogale,-37.67163105,146.4117217
107847,Brush-tailed Phascogale,-37.67163,146.4117
107848,Brush-tailed Phascogale,-37.67163105,146.4117217
107849,Brush-tailed Phascogale,-37.67163105,146.4117217
107850,Brush-tailed Phascogale,-36.85791566,143.9087018
107851,Brush-tailed Phascogale,-37.67163105,146.4117217
107852,Brush-tailed Phascogale,-37.67163105,146.4117217
107853,Brush-tailed Phascogale,-37.67163105,146.4117217
107854,Brush-tailed Phascogale,-36.26694844,146.8284097
107855,Brush-tailed Phascogale,-36.31880487,144.9278026
107856,Brush-tailed Phascogale,-37.67163,146.4117
107857,Brush-tailed Phascogale,-37.21970708,144.8841341
107858,Brush-tailed Phascogale,-36.31880487,144.9278026
107859,Brush-tailed Phascogale,-37.67163105,146.4117217
107860,Brush-tailed Phascogale,-37.67163,146.4117
107861,Brush-tailed Phascogale,-37.21970708,144.8841341
107862,Brush-tailed Phascogale,-36.85791566,143.9087018
107863,Brush-tailed Phascogale,-36.85791566,143.9087018
107864,Brush-tailed Phascogale,-37.67163105,146.4117217
107865,Brush-tailed Phascogale,-37.67163105,146.4117217
107866,Brush-tailed Phascogale,-36.85791566,143.9087018
107867,Brush-tailed Phascogale,-37.67163105,146.4117217
107868,Brush-tailed Phascogale,-36.26694844,146.8284097
107869,Brush-tailed Phascogale,-37.67163105,146.4117217
107870,Brush-tailed Phascogale,-36.85791566,143.9087018
107871,Brush-tailed Phascogale,-36.85791566,143.9087018
107872,Brush-tailed Phascogale,-36.85791566,143.9087018
107873,Brush-tailed Phascogale,-36.85791566,143.9087018
107874,Brush-tailed Phascogale,-37.67163105,146.4117217
107875,Brush-tailed Phascogale,-37.67163105,146.4117217
107876,Brush-tailed Phascogale,-36.85791566,143.9087018
107878,Brush-tailed Phascogale,-36.85791566,143.9087018
107879,Brush-tailed Phascogale,-36.85791566,143.9087018
107880,Brush-tailed Phascogale,-36.85791566,143.9087018
107881,Brush-tailed Phascogale,-36.85791566,143.9087018
107882,Brush-tailed Phascogale,-36.85791566,143.9087018
107883,Brush-tailed Phascogale,-36.85791566,143.9087018
107884,Brush-tailed Phascogale,-37.21970708,144.8841341
107885,Brush-tailed Phascogale,-36.26694844,146.8284097
107886,Brush-tailed Phascogale,-36.26694844,146.8284097
107887,Brush-tailed Phascogale,-37.67163105,146.4117217
107888,Brush-tailed Phascogale,-36.26694844,146.8284097
107889,Brush-tailed Phascogale,-36.85791566,143.9087018
107890,Brush-tailed Phascogale,-36.26694844,146.8284097
107891,Brush-tailed Phascogale,-36.26694844,146.8284097
107892,Brush-tailed Phascogale,-36.26694844,146.8284097
107893,Brush-tailed Phascogale,-36.26694844,146.8284097
107894,Brush-tailed Phascogale,-36.31880487,144.9278026
107895,Brush-tailed Phascogale,-36.31880487,144.9278026
107896,Brush-tailed Phascogale,-36.26694844,146.8284097
107897,Brush-tailed Phascogale,-36.26694844,146.8284097
107898,Brush-tailed Phascogale,-36.31880487,144.9278026
107899,Brush-tailed Phascogale,-36.31880487,144.9278026
107900,Brush-tailed Phascogale,-36.31880487,144.9278026
107901,Brush-tailed Phascogale,-36.31880487,144.9278026
107902,Brush-tailed Phascogale,-36.31880487,144.9278026
107903,Brush-tailed Phascogale,-36.26694844,146.8284097
107904,Brush-tailed Phascogale,-36.26694844,146.8284097
107905,Brush-tailed Phascogale,-36.26694844,146.8284097
107906,Brush-tailed Phascogale,-36.26694844,146.8284097
107907,Brush-tailed Phascogale,-36.85791566,143.9087018
107908,Brush-tailed Phascogale,-36.85791566,143.9087018
107909,Brush-tailed Phascogale,-36.85791566,143.9087018
107910,Brush-tailed Phascogale,-36.31880487,144.9278026
107911,Brush-tailed Phascogale,-36.31880487,144.9278026
107912,Brush-tailed Phascogale,-36.31880487,144.9278026
107913,Brush-tailed Phascogale,-37.21970708,144.8841341
107914,Brush-tailed Phascogale,-37.21970708,144.8841341
107915,Brush-tailed Phascogale,-36.31880487,144.9278026
107916,Brush-tailed Phascogale,-37.67163105,146.4117217
107917,Brush-tailed Phascogale,-36.85791566,143.9087018
107918,Brush-tailed Phascogale,-36.85791566,143.9087018
107919,Brush-tailed Phascogale,-36.85791566,143.9087018
107920,Brush-tailed Phascogale,-36.85791566,143.9087018
107921,Brush-tailed Phascogale,-36.85791566,143.9087018
107922,Brush-tailed Phascogale,-36.85791566,143.9087018
107923,Brush-tailed Phascogale,-36.85791566,143.9087018
107924,Brush-tailed Phascogale,-36.85791566,143.9087018
107925,Brush-tailed Phascogale,-37.67163105,146.4117217
107926,Brush-tailed Phascogale,-36.85791566,143.9087018
107927,Brush-tailed Phascogale,-36.85791566,143.9087018
107928,Brush-tailed Phascogale,-36.85791566,143.9087018
107929,Brush-tailed Phascogale,-36.85791566,143.9087018
107930,Brush-tailed Phascogale,-36.85791566,143.9087018
107931,Brush-tailed Phascogale,-36.85792,143.9087
107932,Brush-tailed Phascogale,-36.85791566,143.9087018
107933,Brush-tailed Phascogale,-36.85791566,143.9087018
107934,Brush-tailed Phascogale,-36.85791566,143.9087018
107935,Brush-tailed Phascogale,-36.85791566,143.9087018
107936,Brush-tailed Phascogale,-36.85791566,143.9087018
107937,Brush-tailed Phascogale,-36.85791566,143.9087018
107938,Brush-tailed Phascogale,-36.85791566,143.9087018
107939,Brush-tailed Phascogale,-36.85791566,143.9087018
107940,Brush-tailed Phascogale,-36.85791566,143.9087018
107941,Brush-tailed Phascogale,-36.85791566,143.9087018
107942,Brush-tailed Phascogale,-37.67163105,146.4117217
107943,Brush-tailed Phascogale,-37.67163,146.4117
107944,Brush-tailed Phascogale,-37.67163105,146.4117217
107945,Brush-tailed Phascogale,-36.85791566,143.9087018
107946,Brush-tailed Phascogale,-36.85791566,143.9087018
107947,Brush-tailed Phascogale,-36.31880487,144.9278026
107948,Brush-tailed Phascogale,-36.31880487,144.9278026
107949,Brush-tailed Phascogale,-36.26694844,146.8284097
107950,Brush-tailed Phascogale,-36.85791566,143.9087018
107951,Brush-tailed Phascogale,-36.85791566,143.9087018
107952,Brush-tailed Phascogale,-36.85791566,143.9087018
107953,Brush-tailed Phascogale,-36.85791566,143.9087018
107954,Brush-tailed Phascogale,-36.85791566,143.9087018
107955,Brush-tailed Phascogale,-36.85791566,143.9087018
107956,Brush-tailed Phascogale,-37.21970708,144.8841341
107957,Brush-tailed Phascogale,-36.85791566,143.9087018
107958,Brush-tailed Phascogale,-36.85791566,143.9087018
107959,Brush-tailed Phascogale,-36.88372003,146.7575184
107960,Brush-tailed Phascogale,-37.21970708,144.8841341
107961,Monjon,-15.26774165,125.3795586
108037,Crest-tailed Mulgara,-27.62947325,137.7210741
110000,Northern Quoll,-21.49127026,119.3147524
110001,Northern Quoll,-21.49127026,119.3147524
110002,Northern Quoll,-21.49127026,119.3147524
110003,Northern Quoll,-21.49127026,119.3147524
110004,Northern Quoll,-21.49127026,119.3147524
110005,Northern Quoll,-21.49127026,119.3147524
110006,Northern Quoll,-12.96289089,133.073796
110007,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-12.96289089,133.073796
110008,Northern Quoll,-12.96289089,133.073796
110009,Northern Quoll,-12.96289089,133.073796
110010,Northern Quoll,-12.72421308,131.1774919
110011,Northern Quoll,-12.96289089,133.073796
110012,Fawn Antechinus,-12.96289089,133.073796
110013,Northern Quoll,-12.96289089,133.073796
110014,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-13.42007809,132.0247895
110015,Fawn Antechinus,-13.42007809,132.0247895
110016,Northern Quoll,-12.96289089,133.073796
110017,Northern Quoll,-12.72421308,131.1774919
110018,Fawn Antechinus,-13.42007809,132.0247895
110019,Northern Quoll,-12.96289089,133.073796
110020,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-13.42007809,132.0247895
110021,Fawn Antechinus,-13.42007809,132.0247895
110022,Northern Quoll,-13.42007809,132.0247895
110023,Northern Quoll,-12.96289089,133.073796
110024,Northern Quoll,-12.96289089,133.073796
110025,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-12.96289089,133.073796
110026,Fawn Antechinus,-12.96289089,133.073796
110027,Northern Quoll,-12.96289089,133.073796
110028,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-13.42007809,132.0247895
110029,Brush-tailed Rabbit-rat,-13.42007809,132.0247895
110030,Fawn Antechinus,-13.42007809,132.0247895
110031,Fawn Antechinus,-12.96289089,133.073796
110032,Northern Quoll,-12.96289089,133.073796
110033,Northern Quoll,-12.72421308,131.1774919
110034,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-13.42007809,132.0247895
110035,Fawn Antechinus,-13.42007809,132.0247895
110036,Northern Quoll,-13.42007809,132.0247895
110037,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-13.42007809,132.0247895
110038,Fawn Antechinus,-13.42007809,132.0247895
110039,Northern Quoll,-13.42007809,132.0247895
110040,Fawn Antechinus,-13.42007809,132.0247895
110041,Fawn Antechinus,-12.96289089,133.073796
110042,Northern Quoll,-12.72421308,131.1774919
110043,Fawn Antechinus,-12.72421308,131.1774919
110044,Northern Quoll,-12.72421308,131.1774919
110045,Northern Quoll,-12.72421308,131.1774919
110046,Northern Quoll,-12.72421308,131.1774919
110047,Fawn Antechinus,-12.72421308,131.1774919
110048,Northern Quoll,-12.72421308,131.1774919
110049,Northern Quoll,-12.96289089,133.073796
110050,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-13.42007809,132.0247895
110051,Fawn Antechinus,-13.42007809,132.0247895
110052,Fawn Antechinus,-12.96289089,133.073796
110053,Northern Quoll,-12.96289089,133.073796
110054,Northern Quoll,-12.96289089,133.073796
110055,Northern Quoll,-12.96289089,133.073796
110056,Northern Quoll,-12.96289089,133.073796
110057,Northern Quoll,-12.72421308,131.1774919
110058,Fawn Antechinus,-13.42007809,132.0247895
110059,Northern Quoll,-12.96289089,133.073796
110060,Northern Quoll,-13.42007809,132.0247895
110061,Northern Quoll,-13.42007809,132.0247895
110062,Northern Quoll,-13.42007809,132.0247895
110063,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-12.72421,131.1775
110064,Northern Quoll,-12.72421,131.1775
110065,Black-footed Tree-rat (Kimberley and mainland Northern Territory),-12.72421,131.1775
110066,Fawn Antechinus,-12.72421,131.1775
110067,Northern Quoll,-12.72421,131.1775
